synthetic_id,generated_text,gt_is_help_request,gt_classification_category,gt_location_name,gt_google_map_url,gt_lat,gt_lng,gt_victim_name,gt_victim_phone,gt_victim_gender,gt_victim_nickname,gt_reporter_name,gt_reporter_phone,gt_reporter_gender,gt_reporter_nickname,gt_victims_json,gt_dead,gt_critical,gt_urgent,gt_safe,gt_child,gt_bedridden,gt_item_firstaid,gt_item_food,gt_item_energy,source_template_id
SYN_NER_590,"ช่วยด้วยค่ะ! ตอนนี้เกิดเหตุที่ทางหลวงหมายเลข 127 ช่วงกิโลเมตรที่ 45 ตำบลป่าแฝก อำเภอสูงเม่น จังหวัดพิษณุโลก พิกัด 18.6706, 100.4681 ด่วนมากๆ เลยค่ะ

มีเด็กเล็กอีกคนโดนไฟช็อตจากเครื่องใช้ไฟฟ้าในน้ำ สลบนิ่งไป หัวใจหยุดเต้น ตอนนี้พยายามช่วยกันอยู่ค่ะ ส่วนอีกคนเป็นผู้ชาย มีอาการแสบตาเล็กน้อยจากการโดนควันไฟ ล้างน้ำเปล่าแล้วดีขึ้น

ต้องการความช่วยเหลือเร่งด่วน พ่วงอาหารกับอุปกรณ์ปฐมพยาบาลด้วยค่ะ สถานการณ์แย่มาก ติดต่อแชมป์ (น้องคำสิงห์ อินเปล่ง) ได้ที่เบอร์ 0930841827 หรือติดต่อแก้มได้โดยตรงที่ 0861837912 ค่ะ 🚨😭🙏",True,help_request,ทางหลวงหมายเลข 127 ช่วงกิโลเมตรที่ 45 ตำบลป่าแฝก อำเภอสูงเม่น จังหวัดพิษณุโลก,,18.6706,100.4681,น้องคำสิงห์ อินเปล่ง,093 084 1827,male,แชมป์,แก้ม,0861837912,female,แก้ม,"[{""name"": null, ""age"": 3, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนไฟช็อตจากเครื่องใช้ไฟฟ้าในน้ำ สลบนิ่งไป หัวใจหยุดเต้น"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""มีอาการแสบตาเล็กน้อยจากการโดนควันไฟ ล้างน้ำเปล่าแล้วดีขึ้น"", ""is_bedridden"": false}]",0,1,0,1,1,0,6,18,1,1167
SYN_NER_591,ส่งกำลังใจให้พี่น้องทุกคนที่กำลังเผชิญกับน้ำท่วมอยู่นะคะ ขอให้ทุกคนปลอดภัย สถานการณ์ขอให้คลี่คลายลงโดยเร็วที่สุด สู้ๆ นะคะ เป็นกำลังใจให้ทุกคนจริงๆ ค่ะ 🙏🏻️🤍🇹🇭,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,439
SYN_NER_592,ขอส่งกำลังใจให้พี่น้องทุกคนที่กำลังเผชิญกับสถานการณ์น้ำท่วมอยู่ในขณะนี้นะคะ ขอให้ทุกคนปลอดภัย สถานการณ์คลี่คลายในเร็ววัน สู้ๆ นะคะ เป็นกำลังใจให้ทุกคนจริงๆ ค่ะ 🙏💪💙,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1505
SYN_NER_593,"ขอความช่วยเหลือด่วนครับ พิกัดวัดพระธาตุศรีจอมทอง ต.ศรีจอมทอง อ.เมือง จ.เชียงราย (19.7435, 98.6765) ตอนนี้ผมตาแจ็ค (วิสุทธิ ทองสถิตย์) ติดอยู่กับคนในครอบครัว2คนครับ ต้องการไฟฉายหรืออุปกรณ์ให้แสงสว่างด่วนเลย พื้นที่มืดมากจนมองไม่เห็นทาง

ตอนนี้มีคนเจ็บ2คนครับ:
1. นพสรัญ มีอาการผู้ป่วยจำเป็นต้องได้รับการผ่าตัดด่วน มีอาการปวดช่องท้องเฉียบพลัน ผมกังวลมากครับ
2. น้องประกายเพชร เด็กชายวัย 7 ขวบ มีอาการลูกชายเล่นซนข้อเท้าแพลง บวมเป่งเจ็บปวดจนเดินลงน้ำหนักไม่ได้

ใครอยู่ใกล้หรือเป็นกู้ภัยช่วยพวกเราด้วยครับ ติดต่อผมตาแจ็คได้ที่เบอร์ 090-541-7544 ครับ 😭🙏",True,help_request,วัดพระธาตุศรีจอมทอง ต.ศรีจอมทอง อ.เมือง จ.เชียงราย,,19.7435,98.6765,นพสรัญ,,female,,ตาวิสุทธิ ทองสถิตย์,090-541-7544,male,แจ็ค,"[{""name"": ""นพสรัญ"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ผู้ป่วยจำเป็นต้องได้รับการผ่าตัดด่วน มีอาการปวดช่องท้องเฉียบพลัน"", ""is_bedridden"": false}, {""name"": ""น้องประกายเพชร"", ""age"": 7, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ลูกชายเล่นซนข้อเท้าแพลง บวมเป่งเจ็บปวดจนเดินลงน้ำหนักไม่ได้"", ""is_bedridden"": false}]",0,0,2,0,1,0,0,0,4,1274
SYN_NER_594,อัปเดตสถานการณ์น้ำท่วมแยกไฟแดงหน้าตลาดวันนี้ เส้นทางถนนหลักรถเล็กยังผ่านไม่ได้นะคะ ระดับน้ำยังสูงอยู่ ใครจะสัญจรผ่านเส้นนี้ลองเช็กเส้นทางเลี่ยงกันดูอีกทีนะ ฝากระวังตัวกันด้วยนะคะทุกคน ⛈️🚗⚠️,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,776
SYN_NER_595,"ช่วยด้วยครับ! ตอนนี้ติดอยู่ที่ วัดป่าอินทร์ ตำบลป่าอินทร์ อำเภอเมืองเพชรบูรณ์ จังหวัดเพชรบูรณ์ พิกัด 15.5831, 103.7494 ต้องการความช่วยเหลือด่วนเลยครับ

มีคนเจ็บหลายคน ในกลุ่มมีผู้ชายคนนึงอาการเจ็บคอ ไอ จาม เล็กน้อย ไม่มีอาการหอบเหนื่อยหรือแน่นหน้าอกเลย ส่วนพี่จีรวัฒน์อาการหนักครับ ขาหักแผลเปิด กระดูกโผล่แทงทะลุผิวหนังอกมา เลือดไหลซึมแดงชุ่ม แล้วก็มีเด็กเล็กอีกคน ลูกบ่นเจ็บปวดกระดูกขาและแขนรุนแรงหลังจากหกล้ม เจ็บจนขยับไม่ได้

ต้องการอุปกรณ์ทำแผล อาหาร และพวกไฟฉายหรือพาวเวอร์แบงค์ด่วนเลยครับ (ต้องการ 4 อัน)

ติดต่อ นสิตา 087 468 5108 หรือโทรหาผม หมอเทวพันธ์ ปัทมะทิน (เพชรแท้) ได้ที่ 098-030-4211 นะครับ ใครอยู่ใกล้ช่วยประสานงานทีครับ 🙏😭",True,help_request,วัดป่าอินทร์ ตำบลป่าอินทร์ อำเภอเมืองเพชรบูรณ์ จังหวัดเพชรบูรณ์,,15.5831,103.7494,นสิตา,087 468 5108,female,,หมอเทวพันธ์ ปัทมะทิน,098-030-4211,male,เพชรแท้,"[{""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เจ็บคอ ไอ จาม เล็กน้อย ไม่มีอาการหอบเหนื่อยหรือแน่นหน้าอกเลย"", ""is_bedridden"": false}, {""name"": ""พี่จีรวัฒน์"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ขาหักแผลเปิด กระดูกโผล่แทงทะลุผิวหนังอกมา เลือดไหลซึมแดงชุ่ม"", ""is_bedridden"": false}, {""name"": null, ""age"": 3, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ลูกบ่นเจ็บปวดกระดูกขาและแขนรุนแรงหลังจากหกล้ม เจ็บจนขยับไม่ได้"", ""is_bedridden"": false}]",0,0,2,1,1,0,1,1,4,460
SYN_NER_596,"ช่วยด้วยค่ะ! ตอนนี้จินดา(ศรีสุกิจ)ติดอยู่ในน้ำหนักมากเลยค่ะ สถานการณ์วิกฤตมาก
พิกัด 19.8879, 101.1032
https://maps.app.goo.gl/YisPD7iWsA

ตอนนี้จินดาเองมีอาการคุณยายมีไข้สูงหนาวสั่น คอแข็งโป๊ก ก้มคอไม่ได้เลย สับสนพูดจาเลอะเลือน แล้วยังมีหลานสาวอายุ 7 ขวบอีกคน ตอนนี้ผิวหนังเหี่ยวหยิบขึ้นมาแล้วค้างไม่ยอมคืนตัว (Skin pinch ช้ามาก) น่ากลัวมากค่ะ ส่วนเฮียณัฐปภัสร์วัย 82 ปีที่เป็นผู้ป่วยติดเตียงมีอาการเจ็บคอ ไอ จาม เล็กน้อย ไม่มีอาการหอบเหนื่อยหรือแน่นหน้าอกเลย

รบกวนขอเรือด่วนมาช่วยทีค่ะ ต้องการชุดปฐมพยาบาลกับอาหารค่ะ ใครพอจะมีช่องทางประสานงานกู้ภัยได้บ้างคะ ช่วยพวกเราด้วยค่ะ 😭🙏🚨",True,help_request,,https://maps.app.goo.gl/YisPD7iWsA,19.8879,101.1032,ศรีสุกิจ,,female,จินดา,ศรีสุกิจ,,female,จินดา,"[{""name"": ""ศรีสุกิจ"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คุณยายมีไข้สูงหนาวสั่น คอแข็งโป๊ก ก้มคอไม่ได้เลย สับสนพูดจาเลอะเลือน"", ""is_bedridden"": false}, {""name"": null, ""age"": 7, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ผิวหนังเหี่ยวหยิบขึ้นมาแล้วค้างไม่ยอมคืนตัว (Skin pinch ช้ามาก)"", ""is_bedridden"": false}, {""name"": ""เฮียณัฐปภัสร์"", ""age"": 82, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เจ็บคอ ไอ จาม เล็กน้อย ไม่มีอาการหอบเหนื่อยหรือแน่นหน้าอกเลย"", ""is_bedridden"": true}]",0,2,0,1,1,1,1,3,0,64
SYN_NER_597,"ช่วยด้วยค่ะทุกคน!!! ต้องการความช่วยเหลือด่วนมากๆ ค่ะ มีคนเจ็บหนัก 2 รายอยู่ที่ วัดป่าแดง ตำบลป่าแดง อำเภอเมืองสุรินทร์ จังหวัดสุรินทร์ ตามพิกัดนี้เลยค่ะ https://maps.app.goo.gl/HDyx4GGXzF

ตอนนี้คุณหญิง (พรณิชา) เบอร์โทร 060-989-2044 แจ้งว่ามีเคสด่วนมาก:
- คนนึงเป็นผู้ป่วยติดเตียง โดนกระจกบาดเส้นเลือดใหญ่ที่ข้อมือ เลือดไหลพุ่งรุนแรงมาก กดยังไงก็ไม่อยู่
- อีกคนโดนงูพิษไม่ทราบชนิดกัดที่ข้อเท้า ขาบวมแดงเป่ง ปวดรุนแรงจนทนไม่ไหว 

อาการหนักมากจริงๆ ค่ะ ตอนนี้ไม่มีไฟใช้เลย มืดมากกู้ภัยหรือใครที่อยู่ใกล้ๆ ช่วยทีนะคะ 🙏🏻😭‼️",True,help_request,วัดป่าแดง ตำบลป่าแดง อำเภอเมืองสุรินทร์ จังหวัดสุรินทร์,https://maps.app.goo.gl/HDyx4GGXzF,0.0,0.0,พรณิชา,060-989-2044,female,หญิง,ปัญฑารีย์,,female,,"[{""name"": null, ""age"": 20, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนกระจกบาดเส้นเลือดใหญ่ที่ข้อมือ เลือดไหลพุ่งรุนแรงมาก กดยังไงก็ไม่อยู่"", ""is_bedridden"": true}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนงูพิษไม่ทราบชนิดกัดที่ข้อเท้า ขาบวมแดงเป่ง ปวดรุนแรงจนทนไม่ไหว"", ""is_bedridden"": false}]",0,2,0,0,0,1,0,0,10,825
SYN_NER_598,ขอส่งกำลังใจให้พี่น้องทุกคนในพื้นที่ประสบภัยนะคะ ขอให้ทุกคนปลอดภัย สถานการณ์ขอให้คลี่คลายลงโดยเร็วที่สุด เป็นห่วงมากๆ ค่ะ สู้ๆ นะคะทุกคน 🙏🏻🤍✌️,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,898
SYN_NER_599,"ช่วยด้วยค่ะ! ตอนนี้ติดอยู่ที่บ้านห้วยซ้อ ตำบลห้วยแก้ว อำเภอแม่ออน จังหวัดเชียงใหม่ https://maps.app.goo.gl/1HBwa89Sbg 

คนที่บ้านมีคนเจ็บนิดหน่อยค่ะ คุณลุงอายุ 71 ปี มีอาการเล็บนิ้วเท้าฉีกเล็กน้อย เลือดหยุดไหลนานแล้ว เดินลงน้ำหนักกะเผลกนิดหน่อย ส่วนอีกคนเป็นผู้ชายเจ็บหนักตรงสะดุดล้มก้นกระแทก เจ็บก้นบิดเล็กน้อย บ่นระบมแต่เดินเหินได้ดี แล้วก็มีน้องกรวิภา 7 ขวบ ลูกตัวรุมๆ วัดไข้ได้ 37.8 องศา ยังวิ่งเล่นและกินข้าวได้ปกติค่ะ

ตอนนี้ที่บ้านอาหารเริ่มขาดแคลนแล้ว ต้องการของกินกับขอน้ำใจช่วยส่งแบตสำรองมาให้หน่อยนะคะ พิกัดตามลิงก์นี้เลยค่ะ 

ติดต่อหนู ณัฐสุชา หรือน้าสุไรญา 067-755-4966 ได้เลยค่ะ ฝากช่วยแชร์ต่อให้หน่อยนะคะ ขอบคุณค่ะ 🙏😭",True,help_request,บ้านห้วยซ้อ ตำบลห้วยแก้ว อำเภอแม่ออน จังหวัดเชียงใหม่,https://maps.app.goo.gl/1HBwa89Sbg,0.0,0.0,ณัฐสุชา,,female,,น้าสุไรญา,067-755-4966,female,,"[{""name"": null, ""age"": 71, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เล็บนิ้วเท้าฉีกเล็กน้อย เลือดหยุดไหลนานแล้ว เดินลงน้ำหนักกะเผลกนิดหน่อย"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""สะดุดล้มก้นกระแทก เจ็บก้นบิดเล็กน้อย บ่นระบมแต่เดินเหินได้ดี"", ""is_bedridden"": false}, {""name"": ""น้องกรวิภา"", ""age"": 7, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""ลูกตัวรุมๆ วัดไข้ได้ 37.8 องศา ยังวิ่งเล่นและกินข้าวได้ปกติ"", ""is_bedridden"": false}]",0,0,0,3,1,0,0,2,1,55
SYN_NER_600,"อัปเดตสถานการณ์น้ำล่าสุดนะครับ ตอนนี้น้ำบริเวณถนนสายหลักเริ่มทรงตัวแล้ว แต่รถเล็กยังไม่แนะนำให้ผ่านหน้าโรงเรียนนะครับ ใครจะเดินทางไปทางไหนเช็กเส้นทางกันดีๆ นะครับ พวกรถใหญ่ยังพอผ่านได้อยู่ครับ สู้ๆ นะทุกคน ✌️🌊

#น้ำท่วมหาดใหญ่ #อัปเดตสถานการณ์น้ำ #หาดใหญ่",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,489
SYN_NER_601,"เปิดรับบริจาคของแห้งและสิ่งของจำเป็น เพื่อนำไปแพ็คถุงยังชีพช่วยเหลือพี่น้องผู้ประสบภัยน้ำท่วมนะคะ 🙏🏼📦

ใครสะดวกสามารถนำมาส่งได้ที่จุดรับบริจาคหน้าหมู่บ้านได้ตลอด 24 ชั่วโมงเลยค่ะ ร่วมด้วยช่วยกันนะคะทุกคน สู้ๆ ค่ะ 💪🏻✨",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,900
SYN_NER_602,"🆘🆘 ช่วยด้วยค่ะ ใครอยู่แถวตลาดน้ำดำเนินสะดวก ตำบลดำเนินสะดวก อำเภอดำเนินสะดวก จังหวัดราชบุรี บ้างคะ พอดีติดอยู่ในพื้นที่ พิกัด 13.6845, 101.4694 นี้นะคะ https://maps.app.goo.gl/vL9XDyzkQb

ตอนนี้มีผู้ป่วย 2 คนอาการหนักค่ะ คือ 1. ผู้หญิงวัย 18 ปี มีอาการชาหนาๆ ซีกขวาของร่างกายเฉียบพลัน แขนขาหยิบจับอะไรไม่ได้ร่วงหล่น และ 2. ผู้ชายวัย 64 ปี โดนสุนัขจรจัดกัดที่ขาเป็นรอยแผลเขี้ยวลึก เลือดซึม วิตกเรื่องโรคพิษสุนัขบ้า ตอนนี้ไฟดับสนิทเลยค่ะมืดไปหมด ต้องการไฟฉายหรืออุปกรณ์เกี่ยวกับพลังงานด่วนเลยนะคะ

ติดต่อเจ๊ภูสุดา สีแก้ว ได้ที่เบอร์ 0694544838 นะคะ หรือติดต่อเจ๊ดวงใจมาก็ได้ค่ะ ตอนนี้ร้อนใจมากกู้ภัยหรืออาสาหน่วยไหนพอจะเข้าถึงพื้นที่ได้บ้างคะ ได้โปรดช่วยด้วยค่ะ 🙏😭

#น้ำท่วมดำเนินสะดวก #ขอความช่วยเหลือด่วน #กู้ภัย #SOS #แจ้งเหตุฉุกเฉิน",True,help_request,ตลาดน้ำดำเนินสะดวก ตำบลดำเนินสะดวก อำเภอดำเนินสะดวก จังหวัดราชบุรี,https://maps.app.goo.gl/vL9XDyzkQb,13.6845,101.4694,เจ๊ภูสุดา สีแก้ว,0694544838,female,,เจ๊ดวงใจ,,female,ดวงใจ,"[{""name"": null, ""age"": 18, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""มีอาการชาหนาๆ ซีกขวาของร่างกายเฉียบพลัน แขนขาหยิบจับอะไรไม่ได้ร่วงหล่น"", ""is_bedridden"": false}, {""name"": null, ""age"": 64, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""โดนสุนัขจรจัดกัดที่ขาเป็นรอยแผลเขี้ยวลึก เลือดซึม วิตกเรื่องโรคพิษสุนัขบ้า"", ""is_bedridden"": false}]",0,0,2,0,0,0,0,0,1,28
SYN_NER_603,"อัปเดตสถานการณ์น้ำท่วมแยกแม่เหียะเช้านี้ครับ 💧

ตอนนี้ระดับน้ำเริ่มทรงตัวแล้ว แต่บางจุดที่ลุ่มต่ำยังมีน้ำขังอยู่บ้างนะครับ ถนนหลายสายรถเล็กผ่านได้ลำบาก ใครจะสัญจรผ่านเส้นนี้เช็คเส้นทางกันดีๆ นะครับ หรือถ้าเลี่ยงได้แนะนำให้เลี่ยงไปใช้ถนนวงแหวนรอบสองแทนไปก่อนครับ

ขอให้ทุกคนปลอดภัย ระมัดระวังเรื่องกระแสไฟฟ้าด้วยนะคะ 🙏⚠️ #น้ำท่วมเชียงใหม่ #อัปเดตสถานการณ์น้ำ",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1088
SYN_NER_604,ขอส่งกำลังใจให้พี่น้องทุกคนที่กำลังเผชิญกับสถานการณ์น้ำท่วมอยู่ในขณะนี้นะคะ ขอให้ทุกคนปลอดภัย สถานการณ์คลี่คลายโดยเร็ววัน เป็นกำลังใจให้เจ้าหน้าที่และอาสาสมัครทุกคนด้วยค่ะ สู้ๆ นะคะทุกคน 🙏❤️✌️,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,118
SYN_NER_605,ใครอยากร่วมสมทบทุนหรือบริจาคของจำเป็นสำหรับผู้ประสบภัยตอนนี้ ทางเพจรับประสานงานส่งต่อสิ่งของอยู่นะคะ ใครสะดวกเป็นพวกอาหารแห้ง น้ำดื่ม หรือของใช้ส่วนตัว สามารถทักแชทสอบถามจุดรับของได้เลยค่ะ เราจะรวบรวมนำไปสมทบกับทีมอาสาในพื้นที่ช่วงเย็นนี้ ขอบคุณทุกคนมากจริงๆ ค่ะ 🙏🏻🧺🥣,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,589
SYN_NER_606,"ประกาศเตือนภัยจากกรมอุตุฯ ประจำวันที่ 25 นะคะ ช่วงนี้ฝนตกหนักต่อเนื่องในพื้นที่ภาคใต้ ขอให้พี่น้องในเขต อ.หาดใหญ่ และพื้นที่ใกล้เคียง เตรียมตัวรับมือกับน้ำป่าไหลหลากและเฝ้าระวังระดับน้ำกันด้วยนะคะ ⚠️🌧️

ใครอยู่ใกล้ริมน้ำหรือพื้นที่เสี่ยง อย่าลืมยกของขึ้นที่สูงและเช็คปลั๊กไฟให้เรียบร้อย ดูแลตัวเองและคนในครอบครัวกันด้วยนะค้า เป็นห่วงทุกคนค่ะ 🙏✨ #หาดใหญ่ #เฝ้าระวังน้ำท่วม #เตือนภัย",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1434
SYN_NER_607,ใครพอจะมีพิกัดจุดรับบริจาคของแห้งหรือน้ำดื่มบ้างไหมคะ? อยากช่วยแพ็คของส่งไปให้พี่น้องที่ได้รับผลกระทบจากน้ำท่วมรอบนี้ครับ ใครสะดวกหรือมีเพจไหนเปิดรับ อัปเดตบอกกันหน่อยนะคะ ช่วงนี้พวกเรามาช่วยกันคนละไม้คนละมือเนอะ สู้ๆ ค่ะ ✌️💛📦,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,627
SYN_NER_608,อัปเดตสถานการณ์น้ำล่าสุดนะครับ ตอนนี้น้ำในเส้นถนนหลักเริ่มทรงตัวแล้ว แต่บางจุดที่ลุ่มต่ำยังมีน้ำท่วมขังอยู่ ใครจะสัญจรผ่านเส้นนี้เช็คเส้นทางเลี่ยงกันดีๆ นะครับ ช่วงนี้ฝนยังตกปรอยๆ ระวังเรื่องกระแสไฟด้วยครับ ⚠️💦🚗,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,997
SYN_NER_609,ขอส่งกำลังใจให้พี่น้องทุกคนในพื้นที่ประสบภัยนะคะ ขอให้ทุกคนปลอดภัย สถานการณ์กลับมาเป็นปกติโดยเร็ว เข้มแข็งไว้นะคะ ทางนี้สวดมนต์เอาใจช่วยเสมอค่ะ สู้ๆ นะคะ 🙏🏻🤍✨,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1860
SYN_NER_610,ช่วยด้วยค่ะ! ตอนนี้หนูเองนะคะ ชื่อซูไรณี ติดอยู่ตรงวัดพระธาตุศรีจอมทอง ตำบลศรีจอมทอง อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ค่ะ ตอนนี้อาการไม่ค่อยดีเลย หญิงตั้งครรภ์มีอาการปวดท้องหน่วงๆ ร่วมกับมีตกขาวชุ่มกางเกง มีไข้รุมๆ อายุ 49 ปี ค่ะ โทรหาเบอร์หนูได้เลยนะ 091-397-2694 ขอความช่วยเหลือด่วนเลยค่ะ กลัวลูกจะเป็นอะไรไป 😭🙏,True,help_request,วัดพระธาตุศรีจอมทอง ตำบลศรีจอมทอง อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่,,0.0,0.0,นางซูไรณี,091-397-2694,female,แอนนา,นางซูไรณี,091-397-2694,female,แอนนา,"[{""name"": null, ""age"": 49, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""หญิงตั้งครรภ์มีอาการปวดท้องหน่วงๆ ร่วมกับมีตกขาวชุ่มกางเกง มีไข้รุมๆ"", ""is_bedridden"": false}]",0,0,1,0,0,0,0,0,0,1579
SYN_NER_611,ประกาศเตือนภัยจากกรมอุตุนิยมวิทยาครับ ช่วงนี้ใครอยู่ในพื้นที่ลุ่มต่ำระวังกันด้วยนะ ⚠️ ปริมาณฝนช่วง 1-2 วันนี้จะหนักขึ้นเรื่อยๆ โดยเฉพาะโซนภาคเหนือและภาคกลาง ใครใกล้ริมน้ำหรือจุดเสี่ยงน้ำท่วมขัง เตรียมเก็บของขึ้นที่สูงไว้ก่อนเลยนะครับ อย่าประมาทเด็ดขาด! ขอให้ทุกคนปลอดภัยครับ 🌧️⛈️ #เตือนภัยน้ำท่วม #ฝนตกหนัก,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,663
SYN_NER_612,"ช่วยด้วยครับทุกคนนนน ‼️🚨 ตอนนี้สถานการณ์แย่มาก พิกัดวัดพระธาตุดอยคำ ตำบลสันต้นหมืด อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ (ตําแหน่ง 14.8752 102.0899)

มีคนติดอยู่ข้างใน 2 คนครับ คือเฮียกู้ชาติ ปริสัจจนันท์ กับน้าททัษชดา ตอนนี้อาการน่าห่วงมากครับ น้าททัษชดาเขามีอาการคุณตาอายุ 68 ปี ปวดแน่นหน้าอกรุนแรงเหมือนมีหินทับ ร้าวไปกรามและแขน ส่วนเฮียกู้ชาติเองตอนนี้ก็มีอาการคันผิวหนังตามขาเนื่องจากแพ้น้ำ ล้างน้ำสะอาดและปกติสุขดี

ต้องการความช่วยเหลือด่วนเลยครับ อาหารกับน้ำดื่มพวกเราขาดแคลนมาก แล้วก็อยากได้ไฟส่องสว่างซักดวงครับมืดมาก ติดต่อผมพี่ธวัลรัตน์ วงเสน ได้เลยครับ ขอความช่วยเหลือด้วยครับ🙏🏻🙏🏻🙏🏻",True,help_request,วัดพระธาตุดอยคำ ตำบลสันต้นหมืด อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่,,14.8752,102.0899,เฮียกู้ชาติ ปริสัจจนันท์,,male,,พี่ธวัลรัตน์ วงเสน,,male,,"[{""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""คันผิวหนังตามขาเนื่องจากแพ้น้ำ ล้างน้ำสะอาดและปกติสุขดี"", ""is_bedridden"": false}, {""name"": ""น้าททัษชดา"", ""age"": 64, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คุณตาอายุ 68 ปี ปวดแน่นหน้าอกรุนแรงเหมือนมีหินทับ ร้าวไปกรามและแขน"", ""is_bedridden"": false}]",0,1,0,1,0,0,0,9,1,825
SYN_NER_613,เปิดรับบริจาคสิ่งของจำเป็นและอาหารแห้ง เพื่อนำไปแพ็คถุงยังชีพเตรียมส่งต่อให้พี่น้องผู้ประสบภัยน้ำท่วม ใครสะดวกอยากร่วมสมทบทุนหรือนำของมาบริจาค ติดต่อได้ที่ศูนย์ประสานงานวัดใกล้บ้านได้เลยนะคะ ขอบคุณทุกคนมากค่ะ 🙏🤍,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,265
